PC1,PC2,Is_Fraud
-1.9196058647011325,1.1143774760717269,1
-0.3271614505574114,1.3220516947395016,0
-0.001298017074002227,0.6808353961962826,0
-1.0759519569748084,0.833118071643309,0
-0.29442204519185755,1.4051844279659307,0
-1.1037114070045018,0.819992732687085,0
1.2828598101221693,1.8775272011035513,1
-1.7194151847765835,0.42104136196609815,0
-0.20479850812987463,2.6227140750388114,0
-0.8140836961369496,-0.6746284566742057,0
0.5438488251398024,0.19437336863464483,0
-0.8271273097797429,0.9922817232842495,0
-0.8091827654917114,1.0297771230357338,0
-0.2598239141399511,-0.3204397191104949,0
0.6236304776899341,1.436543179318394,0
-0.2158279140419369,1.390013633570227,0
0.051453058779801365,1.087789367070318,0
-0.6681456129286929,1.4510046473798552,0
-0.07424249467939177,2.6765438687002643,0
-0.9281516725680754,-0.7539139206608578,0
-0.8795787015943376,0.9573281654124287,0
-0.7731373227268176,1.0344462230920215,0
-1.2205517944037791,0.7483582557288294,0
-1.0648240436965517,0.8416985993628686,0
-0.9421708974871704,-0.7565068557428557,0
0.4612044496673074,0.1542713020257251,0
0.12675452689185362,-0.07975299294854356,0
0.44542676382288854,0.13425824551602794,0
-1.1259009035766858,2.01003709788972,0
-1.0086097392214284,-0.8019390792752513,0
-0.5586778568605076,-0.47208432172313086,0
-1.0635671581409847,0.902151337133816,0
-0.7029670131679926,-0.6075221963630774,0
0.8275643574263196,1.5791487933500408,0
1.4592812725421134,-1.28623027307274,0
-0.44620405369657934,0.39220466324737174,0
-0.9577561496434167,0.0702053099088533,0
-0.30280682715436835,-0.35532176335089083,0
-0.06707721027723453,1.329116010234799,1
-1.3800740234482942,0.6527945213771646,0
0.4993164826621496,3.0581673092058455,1
-0.9717650740202761,-0.7538563697239847,0
-1.3474773070710007,2.018564997169772,0
0.5126330200993823,0.17788789690912354,0
-0.7439193487757136,1.0455086669815672,0
-0.10008435082021104,-0.22060847679634546,0
-0.12882845118341443,1.3625426590736724,1
-0.010705892965159497,-0.16360788452360486,0
-0.04131180099897317,-0.15964907150975996,0
-0.40212817208613283,1.2626765971424188,0
0.25038957411704793,0.015308744735100835,0
-0.3004598596464854,0.49136609738361864,0
0.22992592874273354,-0.014131457115530452,0
-1.3089507196074677,0.6797773447411607,0
-0.3038638498564182,2.5337105829419255,0
-0.12532917048535855,1.4611379635223656,0
-0.8271721799673756,-0.6809185724681418,0
-0.38353972947529036,1.3954755918580435,0
-0.20936281441657265,-0.2907252316675302,0
-0.8285001216253154,-0.6726818942761992,0
0.362557464554709,2.9570842622560796,1
0.5929706278648694,0.21462216848154236,0
0.2224413836762929,-0.007472605203719968,0
0.3830468606475039,2.959931731583832,1
-0.7860048312277371,0.17223223282607247,0
-0.3599617886497337,1.3024912735592522,0
-1.3845149767112443,0.667076419283701,0
-0.05280937409177849,1.479803148437104,0
-0.19274091673292246,2.5929272238110967,0
-0.2903164133202157,0.8566100773945068,0
-0.3609591353757728,1.284455877267871,0
0.35651943476669595,0.0818380415185656,0
-0.5861627664570944,-0.5236768537867287,0
-1.7324263004739742,0.44787919519557656,0
1.266433049448395,0.1202292512484998,1
-0.35212583229677347,-0.3750223882992885,0
-0.042193797936036954,-0.18848240598658333,0
0.7559565622612323,1.555503911024703,0
-1.6598397266709075,0.45848117356358614,0
-0.21800905019301198,1.383831442925491,0
-0.11349345677217036,-0.22585058852268605,0
1.3750430456537766,1.9108561745203516,1
1.1016317226721526,1.7558371668859551,1
0.09315312148265402,-0.10750884203045817,0
-3.4961005650600825,0.1694541715585446,1
-0.6745469940164656,-0.5818970350703674,0
-0.25459330900526084,0.7129852696092612,0
-0.11345986370510994,-0.06964749833707064,0
-2.2915962025902976,0.3090359695483175,0
1.0430156280323373,0.37539465519339027,1
-0.20856497687868278,0.8932855410616573,0
-1.6336130059899467,0.47000192603424357,0
-0.7070254006797201,1.064168692948198,0
-1.180972995466242,0.7566118224236543,0
0.7080008290589671,-0.9332347603896782,0
0.8621320924371051,1.7442993368113375,1
-0.4609299823798965,2.4275227284287046,0
-1.4521217652575147,0.6103765264300565,0
0.41484617874458424,0.09696976371101333,0
-0.866619155208969,-0.6995721563743976,0
-0.10417740240668559,0.6300638393234372,0
-1.780920735104674,0.3769389748716811,0
-0.10428534221019624,-0.22645857373049963,0
-0.44863642640958945,-0.33129320104446874,0
0.09643688373887514,-0.10021482221616586,0
-1.4453134601538142,0.584542943599606,0
-0.17039925023544403,-0.2804630985337968,0
-1.1057699237401193,0.8016426454619631,0
-1.0125401418189939,2.089701628947599,0
0.4450350629738841,3.0000242491940394,1
-0.14122624401259384,2.6230764426194435,0
1.4239333631174669,0.361713172398556,0
0.2809580420154816,0.04043859551480609,0
-1.03237018386986,0.8645563777865816,0
-0.6831085708265079,1.074514880102058,0
-0.31505037139962594,0.46586684131473616,0
-1.738199694355227,0.4082163497880377,0
-3.0782361752902214,0.3433737217468093,1
1.3353208975493973,1.8927090927626813,1
-0.5351051177360135,-0.49405428731754497,0
-0.07218548399500378,-0.21450003548064384,0
-0.2708557601457029,-0.34070537331573375,0
-3.2273521539396337,-1.1223387835241427,1
-1.1694783058984615,0.8863191445191251,0
-0.20554216184483817,2.5771450197106627,0
-0.3822086345117481,0.7852118318443442,0
-1.6532586823774444,0.4638096353552696,0
0.20925268647658016,1.162677678581778,0
-1.0206320975229972,0.8736868910255874,0
-1.0450695950607636,0.8437326533350559,0
-0.7519604434469095,1.0712756248013962,0
0.05500433698123539,0.7124750756694446,0
-1.0570903430800997,0.8416270070038557,0
-1.4328135653018639,0.74072585736198,0
-0.32423864348323933,2.497154375164348,0
-0.7720291502921035,1.0329081697435598,0
-0.8184052988586791,0.9821850243001652,0
-1.206595632064458,0.7486862663888855,0
-0.0296335878615401,1.0032915141622532,0
-0.5477737136135425,0.6373334077074768,1
0.8412851267668745,2.4016424895556097,1
0.6382816265425534,1.4358802225737684,0
-0.8070654918001887,2.1876048662657523,0
-0.8084117965455331,-0.6860124980131218,0
-0.9033223602821727,-0.34332243459590933,0
-0.6128556390766301,-0.34272554629475227,0
-0.6159285934082904,1.1166780573893733,0
-1.7021070779503995,0.5415799093348458,0
-0.7896627151054988,1.0028936992840776,0
0.6013233309362825,1.4033785353335688,0
-0.26254785735244407,2.548656922833975,0
0.12463739208963216,0.7561088468450353,0
-1.1706152540155763,0.7876498721395097,0
-0.1937905111346527,2.7331225295875456,1
-0.8823030887867696,-0.7244153622438815,0
1.5526864693049063,-1.2569197288215508,0
-0.5838142085779907,-0.5397102175730929,0
-0.8766874624845254,0.9800991056407121,0
-0.26971433015045004,0.5036965153920586,0
0.17163477185954376,2.857954529381801,1
0.03083745012243739,-0.1414675698964774,0
-0.2454659721509055,1.3634398441178321,0
-0.32446927712364937,1.2990325442196584,0
-0.3318709975008721,1.297813443279653,0
-0.34494133709315167,1.3044439054358958,0
0.8824706098841262,1.5841619213581357,0
-0.11616090197377038,1.4436757048599003,0
0.22907978469287504,-0.024771877982876406,0
-2.7186192662961823,0.5067736393390667,1
-0.24689578731483025,1.3450643454699935,0
-3.5819382527656636,0.5580364359291994,1
-1.5591138674251646,0.5263192329179934,0
-0.4697974904164167,-0.4802354999734589,0
-1.3695822291561257,0.6247183973959337,0
-2.020847693528641,0.6996670144563416,1
1.1380496983289563,1.7528850551545043,1
-0.9742436235896121,-0.7665735853287339,0
-0.07113476196985218,-0.22826321361292748,0
-0.9487532297255116,0.9062074820464697,0
-0.5660122449269199,-0.5391002826691376,0
-1.5368178077760004,0.5288935318999898,0
-1.154757108267279,1.9655161751754586,0
-0.26465979646431564,-0.33662383803816903,0
-0.4394529205603019,1.227315335761734,0
0.20480968881199152,-0.01259702503855927,0
1.4733339652431032,-0.45028137731054585,0
0.004330020518616121,2.6992985581598505,0
-3.758130182458987,-0.8780452607497472,1
-1.2947572444775965,0.6870266347450998,0
-0.8877413220364313,0.9406371979574971,0
0.4211778605417779,-0.2949366391761648,0
0.19207565710760924,1.1367843510236724,0
-0.2661655561016049,0.866473287120586,0
-0.43093812426632816,-0.3368231542426245,0
0.7287398280498911,1.488383695990094,0
-1.3617697841698315,-0.18885932908193004,0
-0.5233362671368631,1.1697808907208551,0
0.12016050320219564,-0.10510099533551455,0
-0.2012631467097222,-0.3022878143432773,0
-4.588524085006085,0.41073952419263177,1
0.037484354274962474,1.0427031080695393,0
-0.8302768831457213,0.9744350312989732,0
-0.2028475507489888,0.5621415448484932,0
-2.2003524121026485,-0.8774276385966715,1
-0.719004339751683,0.2132096006660853,0
0.4981325446474136,0.14344472743224296,0
-0.5703528910709024,0.2966672115295546,0
-0.33679938952364835,1.2843275683919524,0
-1.4321287651760277,0.6207031144288643,0
-2.056815107224778,0.4208784597188619,0
-0.47010157858203655,1.2114646986763544,0
-1.5348139496284088,0.5350785066608347,0
0.10412363456198086,2.7644054677388454,0
1.3518538846692392,1.8952577861052191,1
-0.9611706830689131,0.883598627611078,0
-0.08554639122897555,-0.2339322789778894,0
-0.6570492267339553,1.1040147741558233,0
